,emotion
16695,Sad
16696,Angry
16697,Fear
16698,Not classified
16699,Angry
16700,Not classified
16701,Not classified
16702,Happy
16703,Happy
16704,Not classified
16705,Not classified
16706,Not classified
16707,Happy
16708,Not classified
16709,Happy
16710,Not classified
16711,Angry
16712,Not classified
16713,Not classified
16714,Not classified
16715,Sad
16716,Happy
16717,Not classified
16718,Not classified
16719,Not classified
16720,Not classified
16721,Happy
16722,Not classified
16723,Happy
16724,Sad
16725,Not classified
16726,Not classified
16727,Happy
16728,Not classified
16729,Not classified
16730,Not classified
16731,Fear
16732,Fear
16733,Happy
16734,Sad
16735,Surprise
16736,Happy
16737,Not classified
16738,Not classified
16739,Angry
16740,Not classified
16741,Not classified
16742,Not classified
16743,Not classified
16744,Not classified
16745,Fear
16746,Not classified
16747,Not classified
16748,Fear
16749,Not classified
16750,Happy
16751,Not classified
16752,Happy
16753,Happy
16754,Happy
16755,Fear
16756,Sad
16757,Not classified
16758,Not classified
16759,Not classified
16760,Not classified
16761,Not classified
16762,Fear
16763,Happy
16764,Not classified
16765,Sad
16766,Not classified
16767,Surprise
16768,Angry
16769,Not classified
16770,Not classified
16771,Happy
16772,Not classified
16773,Happy
16774,Not classified
16775,Not classified
16776,Not classified
16777,Happy
16778,Happy
16779,Not classified
16780,Fear
16781,Not classified
16782,Not classified
16783,Not classified
16784,Not classified
16785,Not classified
16786,Not classified
16787,Not classified
16788,Not classified
16789,Not classified
16790,Not classified
16791,Not classified
16792,Not classified
16793,Happy
16794,Not classified
16795,Surprise
16796,Not classified
16797,Sad
16798,Not classified
16799,Fear
16800,Not classified
16801,Not classified
16802,Not classified
16803,Fear
16804,Not classified
16805,Not classified
16806,Not classified
16807,Happy
16808,Not classified
16809,Not classified
16810,Not classified
16811,Not classified
16812,Surprise
16813,Not classified
16814,Not classified
16815,Not classified
16816,Not classified
16817,Sad
16818,Not classified
16819,Sad
16820,Sad
16821,Happy
16822,Angry
16823,Surprise
16824,Angry
16825,Fear
16826,Surprise
16827,Not classified
16828,Happy
16829,Not classified
16830,Not classified
16831,Happy
16832,Happy
16833,Not classified
16834,Not classified
16835,Not classified
16836,Happy
16837,Not classified
16838,Happy
16839,Not classified
16840,Fear
16841,Not classified
16842,Surprise
16843,Happy
16844,Not classified
16845,Not classified
16846,Not classified
16847,Not classified
16848,Sad
16849,Surprise
16850,Not classified
16851,Not classified
16852,Not classified
16853,Not classified
16854,Fear
16855,Fear
16856,Not classified
16857,Sad
16858,Happy
16859,Not classified
16860,Not classified
16861,Not classified
16862,Not classified
16863,Sad
16864,Not classified
16865,Surprise
16866,Not classified
16867,Not classified
16868,Not classified
16869,Sad
16870,Happy
16871,Not classified
16872,Not classified
16873,Not classified
16874,Not classified
16875,Fear
16876,Not classified
16877,Surprise
16878,Happy
16879,Sad
16880,Fear
16881,Angry
16882,Not classified
16883,Not classified
16884,Not classified
16885,Not classified
16886,Not classified
16887,Not classified
16888,Happy
16889,Surprise
16890,Fear
16891,Surprise
16892,Not classified
16893,Not classified
16894,Happy
16895,Happy
16896,Not classified
16897,Angry
16898,Not classified
16899,Not classified
16900,Surprise
16901,Happy
16902,Happy
16903,Surprise
16904,Not classified
16905,Happy
16906,Not classified
16907,Sad
16908,Surprise
16909,Not classified
16910,Not classified
16911,Surprise
16912,Not classified
16913,Not classified
16914,Not classified
16915,Not classified
16916,Not classified
16917,Sad
16918,Not classified
16919,Not classified
16920,Surprise
16921,Angry
16922,Not classified
16923,Happy
16924,Sad
16925,Not classified
16926,Surprise
16927,Sad
16928,Angry
16929,Not classified
16930,Not classified
16931,Not classified
16932,Not classified
16933,Surprise
16934,Not classified
16935,Not classified
16936,Not classified
16937,Not classified
16938,Surprise
16939,Fear
16940,Sad
16941,Not classified
16942,Surprise
16943,Sad
16944,Not classified
16945,Fear
16946,Happy
16947,Angry
16948,Surprise
16949,Not classified
16950,Sad
16951,Angry
16952,Not classified
16953,Happy
16954,Not classified
16955,Not classified
16956,Happy
16957,Not classified
16958,Happy
16959,Happy
16960,Sad
16961,Happy
16962,Not classified
16963,Happy
16964,Not classified
16965,Angry
16966,Not classified
16967,Surprise
16968,Not classified
16969,Not classified
16970,Sad
16971,Not classified
16972,Not classified
16973,Not classified
16974,Not classified
16975,Surprise
16976,Fear
16977,Surprise
16978,Not classified
16979,Not classified
16980,Fear
16981,Angry
16982,Not classified
16983,Not classified
16984,Not classified
16985,Angry
16986,Not classified
16987,Not classified
16988,Not classified
16989,Angry
16990,Fear
16991,Not classified
16992,Happy
16993,Happy
16994,Happy
16995,Sad
16996,Not classified
16997,Sad
16998,Fear
16999,Not classified
17000,Happy
17001,Not classified
17002,Angry
17003,Not classified
17004,Not classified
17005,Not classified
17006,Not classified
17007,Sad
17008,Not classified
17009,Surprise
17010,Happy
17011,Fear
17012,Not classified
17013,Angry
17014,Happy
17015,Not classified
17016,Happy
17017,Not classified
17018,Fear
17019,Happy
17020,Surprise
17021,Not classified
17022,Happy
17023,Not classified
17024,Not classified
17025,Surprise
17026,Not classified
17027,Not classified
17028,Happy
17029,Not classified
17030,Fear
17031,Not classified
17032,Not classified
17033,Not classified
17034,Not classified
17035,Happy
17036,Not classified
17037,Not classified
17038,Happy
17039,Not classified
17040,Not classified
17041,Not classified
17042,Not classified
17043,Happy
17044,Surprise
17045,Sad
17046,Not classified
17047,Surprise
17048,Happy
17049,Not classified
17050,Not classified
17051,Fear
17052,Angry
17053,Not classified
17054,Not classified
17055,Not classified
17056,Not classified
17057,Not classified
17058,Surprise
17059,Not classified
17060,Surprise
17061,Fear
17062,Sad
17063,Surprise
17064,Not classified
17065,Fear
17066,Not classified
17067,Not classified
17068,Sad
17069,Not classified
17070,Not classified
17071,Not classified
17072,Happy
17073,Not classified
17074,Not classified
17075,Happy
17076,Surprise
17077,Not classified
17078,Not classified
17079,Surprise
17080,Happy
17081,Not classified
17082,Surprise
17083,Not classified
17084,Not classified
17085,Sad
17086,Not classified
17087,Not classified
17088,Not classified
17089,Surprise
17090,Not classified
17091,Angry
17092,Surprise
17093,Not classified
17094,Not classified
17095,Not classified
17096,Not classified
17097,Not classified
17098,Not classified
17099,Sad
17100,Not classified
17101,Fear
17102,Not classified
17103,Not classified
17104,Happy
17105,Not classified
17106,Not classified
17107,Surprise
17108,Not classified
17109,Angry
17110,Sad
17111,Not classified
17112,Fear
17113,Not classified
17114,Sad
17115,Not classified
17116,Not classified
17117,Surprise
17118,Not classified
17119,Not classified
17120,Happy
17121,Not classified
17122,Not classified
17123,Fear
17124,Not classified
17125,Surprise
17126,Not classified
17127,Angry
17128,Fear
17129,Fear
17130,Angry
17131,Not classified
17132,Angry
17133,Not classified
17134,Not classified
17135,Not classified
17136,Fear
17137,Sad
17138,Not classified
17139,Not classified
17140,Not classified
17141,Not classified
17142,Happy
17143,Happy
17144,Happy
17145,Not classified
17146,Fear
17147,Not classified
17148,Not classified
17149,Happy
17150,Fear
17151,Not classified
17152,Not classified
17153,Not classified
17154,Not classified
17155,Not classified
17156,Happy
17157,Fear
17158,Not classified
17159,Fear
17160,Sad
17161,Happy
17162,Not classified
17163,Happy
17164,Not classified
17165,Not classified
17166,Fear
17167,Happy
17168,Not classified
17169,Not classified
17170,Not classified
17171,Not classified
17172,Happy
17173,Sad
17174,Not classified
17175,Happy
17176,Fear
17177,Fear
17178,Happy
17179,Happy
17180,Fear
17181,Not classified
17182,Surprise
17183,Not classified
17184,Surprise
17185,Not classified
17186,Not classified
17187,Not classified
17188,Not classified
17189,Not classified
17190,Surprise
17191,Not classified
17192,Not classified
17193,Not classified
17194,Not classified
17195,Angry
17196,Happy
17197,Sad
17198,Happy
17199,Fear
17200,Not classified
17201,Surprise
17202,Not classified
17203,Not classified
17204,Not classified
17205,Not classified
17206,Happy
17207,Sad
17208,Happy
17209,Not classified
17210,Not classified
17211,Not classified
17212,Happy
17213,Angry
17214,Happy
17215,Not classified
17216,Not classified
17217,Not classified
17218,Sad
17219,Not classified
17220,Happy
17221,Not classified
17222,Sad
17223,Not classified
17224,Happy
17225,Not classified
17226,Not classified
17227,Not classified
17228,Fear
17229,Happy
17230,Not classified
17231,Not classified
17232,Happy
17233,Happy
17234,Not classified
17235,Surprise
17236,Fear
17237,Sad
17238,Angry
17239,Happy
17240,Sad
17241,Surprise
17242,Not classified
17243,Fear
17244,Not classified
17245,Surprise
17246,Fear
17247,Not classified
17248,Happy
17249,Not classified
17250,Not classified
17251,Angry
17252,Not classified
17253,Not classified
17254,Sad
17255,Happy
17256,Happy
17257,Fear
17258,Surprise
17259,Not classified
17260,Angry
17261,Not classified
17262,Happy
17263,Not classified
17264,Happy
17265,Not classified
17266,Sad
17267,Happy
17268,Not classified
17269,Not classified
17270,Not classified
17271,Not classified
17272,Surprise
17273,Not classified
17274,Not classified
17275,Happy
17276,Not classified
17277,Not classified
17278,Surprise
17279,Not classified
17280,Happy
17281,Happy
17282,Not classified
17283,Happy
17284,Sad
17285,Surprise
17286,Surprise
17287,Sad
17288,Surprise
17289,Not classified
17290,Sad
17291,Not classified
17292,Fear
17293,Happy
17294,Not classified
17295,Happy
17296,Fear
17297,Happy
17298,Angry
17299,Not classified
17300,Sad
17301,Not classified
17302,Angry
17303,Surprise
17304,Not classified
17305,Not classified
17306,Not classified
17307,Surprise
17308,Surprise
17309,Happy
17310,Fear
17311,Not classified
17312,Happy
17313,Not classified
17314,Happy
17315,Not classified
17316,Surprise
17317,Not classified
17318,Not classified
17319,Not classified
17320,Sad
17321,Not classified
17322,Not classified
17323,Fear
17324,Surprise
17325,Angry
17326,Happy
17327,Not classified
17328,Happy
17329,Not classified
17330,Fear
17331,Not classified
17332,Not classified
17333,Happy
17334,Not classified
17335,Surprise
17336,Fear
17337,Not classified
17338,Not classified
17339,Not classified
17340,Not classified
17341,Fear
17342,Happy
17343,Fear
17344,Not classified
17345,Fear
17346,Not classified
17347,Not classified
17348,Not classified
17349,Not classified
17350,Not classified
17351,Not classified
17352,Not classified
17353,Not classified
17354,Not classified
17355,Surprise
17356,Sad
17357,Not classified
17358,Fear
17359,Not classified
17360,Sad
17361,Not classified
17362,Happy
17363,Not classified
17364,Fear
17365,Happy
17366,Angry
17367,Sad
17368,Sad
17369,Not classified
17370,Fear
17371,Not classified
17372,Not classified
17373,Happy
17374,Not classified
17375,Angry
17376,Not classified
17377,Fear
17378,Not classified
17379,Sad
17380,Happy
17381,Happy
17382,Surprise
17383,Not classified
17384,Not classified
17385,Happy
17386,Happy
17387,Not classified
17388,Surprise
17389,Happy
17390,Fear
17391,Surprise
17392,Not classified
17393,Not classified
17394,Happy
17395,Not classified
17396,Surprise
17397,Not classified
17398,Not classified
17399,Sad
17400,Happy
17401,Not classified
17402,Not classified
17403,Not classified
17404,Fear
17405,Not classified
17406,Not classified
17407,Surprise
17408,Not classified
17409,Not classified
17410,Not classified
17411,Happy
17412,Not classified
17413,Fear
17414,Not classified
17415,Not classified
17416,Happy
17417,Sad
17418,Not classified
17419,Not classified
17420,Happy
17421,Not classified
17422,Happy
17423,Surprise
17424,Sad
17425,Happy
17426,Surprise
17427,Surprise
17428,Angry
17429,Not classified
17430,Angry
17431,Sad
17432,Surprise
17433,Not classified
17434,Not classified
17435,Surprise
17436,Sad
17437,Surprise
17438,Not classified
17439,Not classified
17440,Sad
17441,Not classified
17442,Happy
17443,Happy
17444,Fear
17445,Not classified
17446,Not classified
17447,Not classified
17448,Happy
17449,Fear
17450,Not classified
17451,Angry
17452,Sad
17453,Surprise
17454,Not classified
17455,Happy
17456,Angry
17457,Not classified
17458,Surprise
17459,Sad
17460,Not classified
17461,Sad
17462,Sad
17463,Not classified
17464,Surprise
17465,Angry
17466,Surprise
17467,Happy
17468,Surprise
17469,Not classified
17470,Happy
17471,Not classified
17472,Not classified
17473,Not classified
17474,Fear
17475,Not classified
17476,Sad
17477,Not classified
17478,Not classified
17479,Not classified
17480,Angry
17481,Happy
17482,Happy
17483,Not classified
17484,Surprise
17485,Happy
17486,Not classified
17487,Happy
17488,Fear
17489,Not classified
17490,Not classified
17491,Happy
17492,Not classified
17493,Happy
17494,Surprise
17495,Happy
17496,Not classified
17497,Not classified
17498,Sad
17499,Happy
17500,Not classified
17501,Happy
17502,Surprise
17503,Fear
17504,Happy
17505,Not classified
17506,Not classified
17507,Fear
17508,Not classified
17509,Surprise
17510,Not classified
17511,Not classified
17512,Not classified
17513,Angry
17514,Happy
17515,Not classified
17516,Not classified
17517,Not classified
17518,Not classified
17519,Not classified
17520,Not classified
17521,Not classified
17522,Surprise
17523,Not classified
17524,Not classified
17525,Not classified
17526,Not classified
17527,Sad
17528,Sad
17529,Not classified
17530,Not classified
17531,Not classified
17532,Not classified
17533,Sad
17534,Surprise
17535,Happy
17536,Not classified
17537,Not classified
17538,Surprise
17539,Happy
17540,Not classified
17541,Not classified
17542,Not classified
17543,Surprise
17544,Fear
17545,Sad
17546,Surprise
17547,Surprise
17548,Not classified
17549,Happy
17550,Fear
17551,Fear
17552,Happy
17553,Not classified
17554,Angry
17555,Happy
17556,Not classified
17557,Fear
17558,Not classified
17559,Not classified
17560,Not classified
17561,Not classified
17562,Sad
17563,Not classified
17564,Sad
17565,Surprise
17566,Not classified
17567,Happy
17568,Not classified
17569,Not classified
17570,Surprise
17571,Angry
17572,Not classified
17573,Not classified
17574,Not classified
17575,Not classified
17576,Not classified
17577,Not classified
17578,Angry
17579,Sad
17580,Surprise
17581,Sad
17582,Not classified
17583,Not classified
17584,Not classified
17585,Happy
17586,Not classified
17587,Not classified
17588,Not classified
17589,Fear
17590,Not classified
17591,Not classified
17592,Happy
17593,Not classified
17594,Sad
17595,Not classified
17596,Not classified
17597,Surprise
17598,Not classified
17599,Surprise
17600,Angry
17601,Not classified
17602,Not classified
17603,Happy
17604,Happy
17605,Not classified
17606,Fear
17607,Fear
17608,Not classified
17609,Not classified
17610,Sad
17611,Not classified
17612,Not classified
17613,Not classified
17614,Not classified
17615,Fear
17616,Not classified
17617,Not classified
17618,Not classified
17619,Not classified
17620,Not classified
17621,Sad
17622,Not classified
17623,Not classified
17624,Not classified
17625,Happy
17626,Happy
17627,Not classified
17628,Angry
17629,Angry
17630,Not classified
17631,Not classified
17632,Not classified
17633,Angry
17634,Not classified
17635,Not classified
17636,Fear
17637,Fear
17638,Happy
17639,Not classified
17640,Surprise
17641,Angry
17642,Happy
17643,Not classified
17644,Not classified
17645,Surprise
17646,Surprise
17647,Sad
17648,Not classified
17649,Not classified
17650,Not classified
17651,Not classified
17652,Not classified
17653,Not classified
17654,Surprise
17655,Not classified
17656,Not classified
17657,Happy
17658,Not classified
17659,Happy
17660,Not classified
17661,Happy
17662,Surprise
17663,Happy
17664,Surprise
17665,Happy
17666,Not classified
17667,Not classified
17668,Not classified
17669,Not classified
17670,Sad
17671,Surprise
17672,Surprise
17673,Not classified
17674,Not classified
17675,Sad
17676,Happy
17677,Fear
17678,Not classified
17679,Surprise
17680,Not classified
17681,Sad
17682,Not classified
17683,Not classified
17684,Surprise
17685,Not classified
17686,Not classified
17687,Angry
17688,Not classified
17689,Surprise
17690,Happy
17691,Not classified
17692,Happy
17693,Not classified
17694,Not classified
17695,Not classified
17696,Not classified
17697,Angry
17698,Happy
17699,Not classified
17700,Not classified
17701,Happy
17702,Not classified
17703,Surprise
17704,Surprise
17705,Not classified
17706,Fear
17707,Not classified
17708,Surprise
17709,Happy
17710,Surprise
17711,Not classified
17712,Not classified
17713,Not classified
17714,Fear
17715,Not classified
17716,Not classified
17717,Not classified
17718,Surprise
17719,Sad
17720,Not classified
17721,Not classified
17722,Sad
17723,Not classified
17724,Not classified
17725,Not classified
17726,Happy
17727,Not classified
17728,Sad
17729,Happy
17730,Not classified
17731,Fear
17732,Not classified
17733,Not classified
17734,Surprise
17735,Happy
17736,Sad
17737,Surprise
17738,Surprise
17739,Happy
17740,Sad
17741,Surprise
17742,Happy
17743,Fear
17744,Not classified
17745,Not classified
17746,Not classified
17747,Fear
17748,Not classified
17749,Sad
17750,Not classified
17751,Fear
17752,Not classified
17753,Not classified
17754,Sad
17755,Happy
17756,Not classified
17757,Not classified
17758,Not classified
17759,Surprise
17760,Surprise
17761,Not classified
17762,Happy
17763,Not classified
17764,Not classified
17765,Happy
17766,Not classified
17767,Not classified
17768,Happy
17769,Not classified
17770,Fear
17771,Not classified
17772,Surprise
17773,Happy
17774,Not classified
17775,Not classified
17776,Surprise
17777,Fear
17778,Not classified
17779,Sad
17780,Not classified
17781,Not classified
17782,Angry
17783,Angry
17784,Surprise
17785,Not classified
17786,Not classified
17787,Happy
17788,Sad
17789,Happy
17790,Not classified
17791,Happy
17792,Not classified
17793,Not classified
17794,Not classified
17795,Not classified
17796,Happy
17797,Surprise
17798,Not classified
17799,Happy
17800,Happy
17801,Angry
17802,Not classified
17803,Sad
17804,Not classified
17805,Happy
17806,Not classified
17807,Happy
17808,Sad
17809,Not classified
17810,Fear
17811,Not classified
17812,Not classified
17813,Fear
17814,Fear
17815,Not classified
17816,Happy
17817,Not classified
17818,Not classified
17819,Surprise
17820,Happy
17821,Not classified
17822,Not classified
17823,Happy
17824,Not classified
17825,Happy
17826,Happy
17827,Not classified
17828,Fear
17829,Happy
17830,Happy
17831,Happy
17832,Happy
17833,Not classified
17834,Not classified
17835,Sad
17836,Fear
17837,Sad
17838,Happy
17839,Not classified
17840,Surprise
17841,Happy
17842,Not classified
17843,Not classified
17844,Not classified
17845,Not classified
17846,Not classified
17847,Angry
17848,Not classified
17849,Not classified
17850,Happy
17851,Surprise
17852,Not classified
17853,Fear
17854,Happy
17855,Sad
17856,Not classified
17857,Angry
17858,Sad
17859,Not classified
17860,Not classified
17861,Fear
17862,Not classified
17863,Not classified
17864,Not classified
17865,Happy
17866,Surprise
17867,Sad
17868,Not classified
17869,Fear
17870,Not classified
17871,Angry
17872,Not classified
17873,Not classified
17874,Not classified
17875,Fear
17876,Not classified
17877,Not classified
17878,Happy
17879,Surprise
17880,Not classified
17881,Angry
17882,Not classified
17883,Sad
17884,Not classified
17885,Surprise
17886,Not classified
17887,Fear
17888,Not classified
17889,Surprise
17890,Surprise
17891,Not classified
17892,Not classified
17893,Not classified
17894,Happy
17895,Not classified
17896,Not classified
17897,Fear
17898,Sad
17899,Sad
17900,Not classified
17901,Not classified
17902,Happy
17903,Not classified
17904,Surprise
17905,Sad
17906,Not classified
17907,Happy
17908,Not classified
17909,Fear
17910,Happy
17911,Not classified
17912,Happy
17913,Not classified
17914,Surprise
17915,Not classified
17916,Not classified
17917,Not classified
17918,Sad
17919,Not classified
17920,Not classified
17921,Not classified
17922,Sad
17923,Not classified
17924,Not classified
17925,Happy
17926,Not classified
17927,Not classified
17928,Not classified
17929,Happy
17930,Not classified
17931,Sad
17932,Surprise
17933,Not classified
17934,Fear
17935,Not classified
17936,Not classified
17937,Not classified
17938,Happy
17939,Happy
17940,Fear
17941,Surprise
17942,Surprise
17943,Not classified
17944,Not classified
17945,Happy
17946,Sad
17947,Not classified
17948,Sad
17949,Angry
17950,Not classified
17951,Not classified
17952,Happy
17953,Sad
17954,Fear
17955,Not classified
17956,Happy
17957,Not classified
17958,Surprise
17959,Not classified
17960,Happy
17961,Not classified
17962,Happy
17963,Not classified
17964,Not classified
17965,Not classified
17966,Surprise
17967,Not classified
17968,Happy
17969,Angry
17970,Surprise
17971,Happy
17972,Not classified
17973,Fear
17974,Fear
17975,Happy
17976,Happy
17977,Sad
17978,Surprise
17979,Angry
17980,Not classified
17981,Sad
17982,Not classified
17983,Not classified
17984,Fear
17985,Not classified
17986,Happy
17987,Not classified
17988,Not classified
17989,Surprise
17990,Happy
17991,Not classified
17992,Not classified
17993,Surprise
17994,Surprise
17995,Not classified
17996,Not classified
17997,Sad
17998,Fear
17999,Not classified
18000,Not classified
18001,Fear
18002,Happy
18003,Happy
18004,Angry
18005,Not classified
18006,Not classified
18007,Not classified
18008,Fear
18009,Not classified
18010,Sad
18011,Not classified
18012,Fear
18013,Fear
18014,Not classified
18015,Not classified
18016,Not classified
18017,Not classified
18018,Surprise
18019,Fear
18020,Happy
18021,Not classified
18022,Not classified
18023,Not classified
18024,Not classified
18025,Angry
18026,Surprise
18027,Not classified
18028,Not classified
18029,Not classified
18030,Surprise
18031,Happy
18032,Happy
18033,Not classified
18034,Surprise
18035,Not classified
18036,Not classified
18037,Happy
18038,Not classified
18039,Not classified
18040,Sad
18041,Surprise
18042,Surprise
18043,Happy
18044,Happy
18045,Happy
18046,Not classified
18047,Surprise
18048,Not classified
18049,Not classified
18050,Not classified
18051,Not classified
18052,Not classified
18053,Happy
18054,Not classified
18055,Not classified
18056,Not classified
18057,Fear
18058,Happy
18059,Not classified
18060,Happy
18061,Fear
18062,Not classified
18063,Not classified
18064,Angry
18065,Surprise
18066,Not classified
18067,Not classified
18068,Not classified
18069,Not classified
18070,Sad
18071,Surprise
18072,Surprise
18073,Sad
18074,Not classified
18075,Sad
18076,Not classified
18077,Happy
18078,Fear
18079,Fear
18080,Fear
18081,Not classified
18082,Not classified
18083,Happy
18084,Not classified
18085,Surprise
18086,Not classified
18087,Not classified
18088,Not classified
18089,Not classified
18090,Not classified
18091,Not classified
18092,Angry
18093,Not classified
18094,Not classified
18095,Sad
18096,Not classified
18097,Not classified
18098,Fear
18099,Sad
18100,Not classified
18101,Sad
18102,Not classified
18103,Not classified
18104,Surprise
18105,Not classified
18106,Not classified
18107,Angry
18108,Fear
18109,Not classified
18110,Sad
18111,Angry
18112,Not classified
18113,Happy
18114,Fear
18115,Sad
18116,Not classified
18117,Surprise
18118,Not classified
18119,Not classified
18120,Not classified
18121,Not classified
18122,Not classified
18123,Fear
18124,Not classified
18125,Sad
18126,Not classified
18127,Not classified
18128,Surprise
18129,Fear
18130,Not classified
18131,Not classified
18132,Surprise
18133,Happy
18134,Surprise
18135,Not classified
18136,Happy
18137,Not classified
18138,Happy
18139,Not classified
18140,Not classified
18141,Not classified
18142,Not classified
18143,Not classified
18144,Fear
18145,Happy
18146,Not classified
18147,Not classified
18148,Not classified
18149,Happy
18150,Surprise
18151,Fear
18152,Surprise
18153,Surprise
18154,Not classified
18155,Fear
18156,Fear
18157,Fear
18158,Not classified
18159,Sad
18160,Happy
18161,Angry
18162,Fear
18163,Fear
18164,Not classified
18165,Happy
18166,Fear
18167,Not classified
18168,Happy
18169,Not classified
18170,Not classified
18171,Angry
18172,Sad
18173,Sad
18174,Fear
18175,Not classified
18176,Surprise
18177,Not classified
18178,Not classified
18179,Happy
18180,Not classified
18181,Happy
18182,Surprise
18183,Happy
18184,Not classified
18185,Happy
18186,Not classified
18187,Sad
18188,Not classified
18189,Not classified
18190,Not classified
18191,Not classified
18192,Sad
18193,Happy
18194,Not classified
18195,Not classified
18196,Not classified
18197,Not classified
18198,Not classified
18199,Happy
18200,Happy
18201,Not classified
18202,Not classified
18203,Fear
18204,Happy
18205,Surprise
18206,Surprise
18207,Angry
18208,Not classified
18209,Sad
18210,Surprise
18211,Happy
18212,Not classified
18213,Not classified
18214,Not classified
18215,Fear
18216,Happy
18217,Not classified
18218,Not classified
18219,Happy
18220,Not classified
18221,Not classified
18222,Happy
18223,Sad
18224,Happy
18225,Not classified
18226,Happy
18227,Not classified
18228,Happy
18229,Happy
18230,Happy
18231,Fear
18232,Sad
18233,Not classified
18234,Happy
18235,Not classified
18236,Not classified
18237,Not classified
18238,Fear
18239,Not classified
18240,Not classified
18241,Happy
18242,Happy
18243,Not classified
18244,Not classified
18245,Not classified
18246,Not classified
18247,Happy
18248,Not classified
18249,Fear
18250,Not classified
18251,Not classified
18252,Not classified
18253,Not classified
18254,Happy
18255,Fear
18256,Angry
18257,Happy
18258,Not classified
18259,Not classified
18260,Not classified
18261,Not classified
18262,Angry
18263,Fear
18264,Happy
18265,Happy
18266,Not classified
18267,Surprise
18268,Not classified
18269,Not classified
18270,Not classified
18271,Not classified
18272,Not classified
18273,Surprise
18274,Angry
18275,Happy
18276,Not classified
18277,Angry
18278,Sad
18279,Not classified
18280,Not classified
18281,Not classified
18282,Not classified
18283,Not classified
18284,Happy
18285,Not classified
18286,Not classified
18287,Not classified
18288,Sad
18289,Happy
18290,Sad
18291,Not classified
18292,Not classified
18293,Not classified
18294,Surprise
18295,Not classified
18296,Not classified
18297,Not classified
18298,Not classified
18299,Happy
18300,Happy
18301,Not classified
18302,Not classified
18303,Not classified
18304,Not classified
18305,Happy
18306,Not classified
18307,Fear
18308,Not classified
18309,Fear
18310,Not classified
18311,Not classified
18312,Not classified
18313,Angry
18314,Surprise
18315,Sad
18316,Not classified
18317,Not classified
18318,Surprise
18319,Surprise
18320,Not classified
18321,Not classified
18322,Happy
18323,Happy
18324,Surprise
18325,Angry
18326,Happy
18327,Not classified
18328,Happy
18329,Happy
18330,Happy
18331,Not classified
18332,Not classified
18333,Not classified
18334,Happy
18335,Sad
18336,Not classified
18337,Not classified
18338,Fear
18339,Surprise
18340,Fear
18341,Fear
18342,Not classified
18343,Not classified
18344,Surprise
18345,Not classified
18346,Not classified
18347,Not classified
18348,Not classified
18349,Happy
18350,Not classified
18351,Fear
18352,Sad
18353,Not classified
18354,Happy
18355,Not classified
18356,Not classified
18357,Sad
18358,Not classified
18359,Not classified
18360,Surprise
18361,Not classified
18362,Surprise
18363,Not classified
18364,Not classified
18365,Surprise
18366,Not classified
18367,Surprise
18368,Not classified
18369,Surprise
18370,Not classified
18371,Not classified
18372,Surprise
18373,Not classified
18374,Sad
18375,Not classified
18376,Not classified
18377,Sad
18378,Fear
18379,Not classified
18380,Sad
18381,Fear
18382,Not classified
18383,Not classified
18384,Sad
18385,Not classified
18386,Not classified
18387,Not classified
18388,Sad
18389,Fear
18390,Happy
18391,Happy
18392,Not classified
18393,Fear
18394,Fear
18395,Surprise
18396,Sad
18397,Not classified
18398,Surprise
18399,Angry
18400,Not classified
18401,Not classified
18402,Not classified
18403,Surprise
18404,Angry
18405,Happy
18406,Fear
18407,Not classified
18408,Not classified
18409,Not classified
18410,Not classified
18411,Not classified
18412,Not classified
18413,Surprise
18414,Not classified
18415,Not classified
18416,Happy
18417,Fear
18418,Not classified
18419,Angry
18420,Fear
18421,Not classified
18422,Not classified
18423,Happy
18424,Angry
18425,Fear
18426,Not classified
18427,Not classified
18428,Not classified
18429,Not classified
18430,Happy
18431,Angry
18432,Surprise
18433,Sad
18434,Happy
18435,Angry
18436,Surprise
18437,Not classified
18438,Not classified
18439,Not classified
18440,Not classified
18441,Fear
18442,Not classified
18443,Sad
18444,Happy
18445,Fear
18446,Not classified
18447,Not classified
18448,Happy
18449,Fear
18450,Fear
18451,Surprise
18452,Not classified
18453,Happy
18454,Happy
18455,Not classified
18456,Not classified
18457,Happy
18458,Not classified
18459,Angry
18460,Not classified
18461,Fear
18462,Happy
18463,Surprise
18464,Not classified
18465,Not classified
18466,Not classified
18467,Happy
18468,Happy
18469,Not classified
18470,Happy
18471,Fear
18472,Happy
18473,Not classified
18474,Not classified
18475,Not classified
18476,Not classified
18477,Happy
18478,Not classified
18479,Happy
18480,Happy
18481,Not classified
18482,Not classified
18483,Not classified
18484,Not classified
18485,Not classified
18486,Not classified
18487,Fear
18488,Angry
18489,Not classified
18490,Not classified
18491,Not classified
18492,Not classified
18493,Not classified
18494,Surprise
18495,Happy
18496,Surprise
18497,Not classified
18498,Not classified
18499,Happy
18500,Surprise
18501,Not classified
18502,Not classified
18503,Not classified
18504,Fear
18505,Not classified
18506,Surprise
18507,Not classified
18508,Happy
18509,Not classified
18510,Not classified
18511,Surprise
18512,Not classified
18513,Not classified
18514,Fear
18515,Not classified
18516,Not classified
18517,Surprise
18518,Sad
18519,Not classified
18520,Happy
18521,Happy
18522,Not classified
18523,Not classified
18524,Not classified
18525,Not classified
18526,Not classified
18527,Happy
18528,Fear
18529,Not classified
18530,Surprise
18531,Not classified
